tanggal,kode,nama,jumlah,harga,area
07-05-2020,Item-01,Batere AA,3,12000,MGL
07-05-2020,Item-01,Batere AA,1,12000,MGL
07-05-2020,Item-01,Batere AA,4,12000,MGL
09-05-2020,Item-01,Batere AA,4,12000,MGL
06-05-2020,Item-04,Kopi Instant,4,5200,MGL
06-05-2020,Item-04,Kopi Instant,1,5200,MGL
06-05-2020,Item-04,Kopi Instant,2,5200,MGL
06-05-2020,Item-04,Kopi Instant,1,5200,MGL
06-05-2020,Item-04,Kopi Instant,1,5200,MGL
06-05-2020,Item-04,Kopi Instant,2,5200,MGL
07-05-2020,Item-04,Kopi Instant,1,5200,MGL
03-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
03-06-2020,Item-20,Pampers Bayi Size M,2,41000,MGL
03-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
04-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
05-06-2020,Item-20,Pampers Bayi Size M,2,41000,MGL
05-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
05-06-2020,Item-20,Pampers Bayi Size M,2,41000,MGL
06-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
25-04-2020,Item-26,Susu Bubuk 195g,1,45000,MGL
26-04-2020,Item-26,Susu Bubuk 195g,13,45000,MGL
26-04-2020,Item-26,Susu Bubuk 195g,19,45000,MGL
27-04-2020,Item-26,Susu Bubuk 195g,2,45000,MGL
27-04-2020,Item-26,Susu Bubuk 195g,17,45000,MGL
28-04-2020,Item-26,Susu Bubuk 195g,1,45000,MGL
28-04-2020,Item-26,Susu Bubuk 195g,16,45000,MGL
29-04-2020,Item-26,Susu Bubuk 195g,19,45000,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
11-05-2020,Item-08,Vitamin C,3,2000,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
11-05-2020,Item-09,Roti Tawar,2,12500,MGL
12-05-2020,Item-09,Roti Tawar,2,12500,MGL
29-04-2020,Item-26,Susu Bubuk 195g,4,45000,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
12-05-2020,Item-09,Roti Tawar,2,12500,MGL
12-05-2020,Item-09,Roti Tawar,1,12500,MGL
07-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
12-05-2020,Item-09,Roti Tawar,2,12500,MGL
30-04-2020,Item-26,Susu Bubuk 195g,3,45000,MGL
20-04-2020,Item-27,Bedak Bayi,19,25000,MGL
08-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
09-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
06-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
09-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
09-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
07-06-2020,Item-20,Pampers Bayi Size M,4,41000,MGL
09-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
10-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
08-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
10-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
10-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
08-06-2020,Item-20,Pampers Bayi Size M,1,41000,MGL
10-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
11-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
08-06-2020,Item-20,Pampers Bayi Size M,3,41000,MGL
11-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
,,,,,MGL
,,,,,MGL
,,,,,MGL
null,null,null,null,null,MGL
11-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
11-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
11-06-2020,Item-20,Pampers Bayi Size M,3,41000,MGL
09-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
11-06-2020,Item-20,Pampers Bayi Size M,3,41000,MGL
14-05-2020,Item-21,Shampoo Sachet,3,1000,MGL
20-05-2020,Item-21,Shampoo Sachet,2,1000,MGL
10-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
11-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
11-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
09-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
10-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
10-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
10-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
10-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
10-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
10-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
11-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
11-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
11-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
11-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
10-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
11-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
12-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
10-05-2020,Item-01,Batere AA,1,12000,MGL
10-05-2020,Item-01,Batere AA,4,12000,MGL
10-05-2020,Item-01,Batere AA,2,12000,MGL
10-05-2020,Item-01,Batere AA,2,12000,MGL
11-05-2020,Item-01,Batere AA,3,12000,MGL
12-05-2020,Item-01,Batere AA,2,12000,MGL
12-05-2020,Item-01,Batere AA,3,12000,MGL
14-05-2020,Item-01,Batere AA,2,12000,MGL
13-05-2020,Item-04,Kopi Instant,1,5200,MGL
13-05-2020,Item-04,Kopi Instant,2,5200,MGL
13-05-2020,Item-04,Kopi Instant,4,5200,MGL
14-05-2020,Item-04,Kopi Instant,3,5200,MGL
14-05-2020,Item-04,Kopi Instant,2,5200,MGL
14-05-2020,Item-04,Kopi Instant,4,5200,MGL
14-05-2020,Item-04,Kopi Instant,3,5200,MGL
16-06-2020,Item-20,Pampers Bayi Size M,4,41000,MGL
21-06-2020,Item-20,Pampers Bayi Size M,3,41000,MGL
03-05-2020,Item-21,Shampoo Sachet,3,1000,MGL
13-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
13-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
14-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
14-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
14-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
14-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
15-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
16-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
17-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
17-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
11-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
12-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
12-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
12-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
12-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
13-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
13-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
13-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
14-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
15-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
15-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
15-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
15-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
16-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
18-05-2020,Item-08,Vitamin C,3,2000,MGL
16-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
17-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
19-05-2020,Item-08,Vitamin C,3,2000,MGL
17-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
19-05-2020,Item-08,Vitamin C,3,2000,MGL
17-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
19-05-2020,Item-08,Vitamin C,1,2000,MGL
17-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
17-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
18-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
18-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
17-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
18-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
18-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
14-05-2020,Item-02,Bawang Putih 200 gram,3,15000,MGL
14-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
14-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
14-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
14-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
14-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
15-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
15-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
15-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
15-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
15-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
15-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
16-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
16-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
16-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
17-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
18-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
18-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
18-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
19-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
19-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
19-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
19-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
15-05-2020,Item-01,Batere AA,3,12000,MGL
15-05-2020,Item-01,Batere AA,4,12000,MGL
16-05-2020,Item-01,Batere AA,1,12000,MGL
17-05-2020,Item-01,Batere AA,1,12000,MGL
17-05-2020,Item-01,Batere AA,1,12000,MGL
18-05-2020,Item-01,Batere AA,3,12000,MGL
18-05-2020,Item-01,Batere AA,1,12000,MGL
14-05-2020,Item-04,Kopi Instant,1,5200,MGL
14-05-2020,Item-04,Kopi Instant,4,5200,MGL
14-05-2020,Item-04,Kopi Instant,2,5200,MGL
14-05-2020,Item-04,Kopi Instant,4,5200,MGL
15-05-2020,Item-04,Kopi Instant,3,5200,MGL
15-05-2020,Item-04,Kopi Instant,3,5200,MGL
15-05-2020,Item-04,Kopi Instant,1,5200,MGL
15-05-2020,Item-04,Kopi Instant,2,5200,MGL
15-05-2020,Item-04,Kopi Instant,2,5200,MGL
10-04-2020,Item-11,Sabun Cuci Piring,2,14000,MGL
10-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
10-04-2020,Item-11,Sabun Cuci Piring,3,14000,MGL
10-04-2020,Item-11,Sabun Cuci Piring,4,14000,MGL
19-04-2020,Item-26,Susu Bubuk 195g,7,45000,MGL
15-05-2020,Item-04,Kopi Instant,4,5200,MGL
16-05-2020,Item-04,Kopi Instant,1,5200,MGL
16-05-2020,Item-04,Kopi Instant,2,5200,MGL
17-05-2020,Item-04,Kopi Instant,2,5200,MGL
17-05-2020,Item-04,Kopi Instant,2,5200,MGL
17-05-2020,Item-04,Kopi Instant,2,5200,MGL
17-05-2020,Item-04,Kopi Instant,2,5200,MGL
17-05-2020,Item-04,Kopi Instant,2,5200,MGL
18-05-2020,Item-04,Kopi Instant,1,5200,MGL
18-05-2020,Item-04,Kopi Instant,1,5200,MGL
18-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
19-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
19-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
19-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
19-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
10-04-2020,Item-11,Sabun Cuci Piring,2,14000,MGL
10-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
10-04-2020,Item-11,Sabun Cuci Piring,3,14000,MGL
10-04-2020,Item-11,Sabun Cuci Piring,4,14000,MGL
19-04-2020,Item-26,Susu Bubuk 195g,7,45000,MGL
19-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
19-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
19-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
20-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
20-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
20-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
20-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
20-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
20-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
21-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
30-04-2020,Item-26,Susu Bubuk 195g,4,45000,MGL
30-04-2020,Item-26,Susu Bubuk 195g,8,45000,MGL
30-04-2020,Item-26,Susu Bubuk 195g,12,45000,MGL
30-04-2020,Item-26,Susu Bubuk 195g,6,45000,MGL
18-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
18-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
18-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
18-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
19-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
19-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
19-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
20-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
20-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
21-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
21-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
21-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
21-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
21-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
23-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
23-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
23-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
23-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
24-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
25-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
25-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
26-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
26-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
19-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
19-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
20-05-2020,Item-02,Bawang Putih 200 gram,2,15000,MGL
19-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
20-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
21-05-2020,Item-05,Mi Goreng Instant,3,2600,MGL
21-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
20-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
21-05-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,MGL
22-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
22-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
25-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
24-05-2020,Item-01,Batere AA,3,12000,MGL
25-05-2020,Item-01,Batere AA,2,12000,MGL
26-05-2020,Item-01,Batere AA,1,12000,MGL
20-05-2020,Item-04,Kopi Instant,1,5200,MGL
20-05-2020,Item-04,Kopi Instant,2,5200,MGL
20-05-2020,Item-04,Kopi Instant,1,5200,MGL
21-05-2020,Item-04,Kopi Instant,3,5200,MGL
21-05-2020,Item-04,Kopi Instant,4,5200,MGL
21-05-2020,Item-04,Kopi Instant,3,5200,MGL
21-05-2020,Item-04,Kopi Instant,2,5200,MGL
21-05-2020,Item-04,Kopi Instant,3,5200,MGL
23-05-2020,Item-04,Kopi Instant,3,5200,MGL
23-05-2020,Item-04,Kopi Instant,4,5200,MGL
23-05-2020,Item-04,Kopi Instant,4,5200,MGL
23-05-2020,Item-04,Kopi Instant,2,5200,MGL
23-05-2020,Item-04,Kopi Instant,4,5200,MGL
23-05-2020,Item-04,Kopi Instant,2,5200,MGL
24-05-2020,Item-04,Kopi Instant,3,5200,MGL
25-05-2020,Item-04,Kopi Instant,2,5200,MGL
26-05-2020,Item-04,Kopi Instant,3,5200,MGL
26-05-2020,Item-04,Kopi Instant,4,5200,MGL
26-05-2020,Item-04,Kopi Instant,2,5200,MGL
19-05-2020,Item-08,Vitamin C,3,2000,MGL
19-05-2020,Item-08,Vitamin C,1,2000,MGL
19-05-2020,Item-08,Vitamin C,2,2000,MGL
19-05-2020,Item-08,Vitamin C,1,2000,MGL
21-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
21-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
22-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
22-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
22-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
22-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
23-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
23-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
23-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
24-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
24-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
25-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
25-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
25-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
25-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
25-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
25-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
26-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
01-05-2020,Item-26,Susu Bubuk 195g,7,45000,MGL
01-05-2020,Item-26,Susu Bubuk 195g,11,45000,MGL
03-05-2020,Item-26,Susu Bubuk 195g,2,45000,MGL
27-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
27-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
28-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
29-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
29-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
29-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
29-05-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
30-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
30-05-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
10-04-2020,Item-11,Sabun Cuci Piring,2,14000,MGL
10-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
10-04-2020,Item-11,Sabun Cuci Piring,3,14000,MGL
10-04-2020,Item-11,Sabun Cuci Piring,4,14000,MGL
19-04-2020,Item-26,Susu Bubuk 195g,7,45000,MGL
30-05-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
31-05-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
01-06-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
02-06-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
02-06-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
03-06-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
04-06-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
05-06-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,MGL
05-06-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
06-06-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,MGL
26-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
08-06-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
26-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
08-06-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,MGL
26-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
11-06-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,MGL
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
26-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
16-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
27-04-2020,Item-21,Shampoo Sachet,1,1000,MGL
16-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
16-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
27-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
16-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
28-04-2020,Item-21,Shampoo Sachet,4,1000,MGL
16-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
16-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
28-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
29-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
28-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
03-05-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,MGL
29-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
03-05-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,MGL
29-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
03-05-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,MGL
29-04-2020,Item-21,Shampoo Sachet,3,1000,MGL
27-05-2020,Item-01,Batere AA,4,12000,MGL
29-04-2020,Item-21,Shampoo Sachet,2,1000,MGL
27-05-2020,Item-01,Batere AA,4,12000,MGL
29-05-2020,Item-01,Batere AA,1,12000,MGL
27-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
27-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
27-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
28-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
28-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
28-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
29-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
29-05-2020,Item-05,Mi Goreng Instant,2,2600,MGL
29-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
29-05-2020,Item-05,Mi Goreng Instant,1,2600,MGL
29-05-2020,Item-05,Mi Goreng Instant,4,2600,MGL
29-05-2020,Item-01,Batere AA,1,12000,MGL
29-05-2020,Item-01,Batere AA,2,12000,MGL
02-06-2020,Item-01,Batere AA,4,12000,MGL
03-06-2020,Item-01,Batere AA,4,12000,MGL
06-06-2020,Item-01,Batere AA,2,12000,MGL
11-06-2020,Item-01,Batere AA,2,12000,MGL
27-05-2020,Item-04,Kopi Instant,3,5200,MGL
27-05-2020,Item-04,Kopi Instant,1,5200,MGL
28-05-2020,Item-04,Kopi Instant,4,5200,MGL
28-05-2020,Item-04,Kopi Instant,4,5200,MGL
29-05-2020,Item-04,Kopi Instant,3,5200,MGL
29-05-2020,Item-04,Kopi Instant,1,5200,MGL
29-05-2020,Item-04,Kopi Instant,2,5200,MGL
