tanggal,kode,nama,jumlah,harga,area
29-05-2020,Item-27,Bedak Bayi,15,25000,YK
29-05-2020,Item-27,Bedak Bayi,15,25000,YK
29-05-2020,Item-27,Bedak Bayi,2,25000,YK
02-06-2020,Item-27,Bedak Bayi,16,25000,YK
03-06-2020,Item-27,Bedak Bayi,5,25000,YK
06-06-2020,Item-27,Bedak Bayi,4,25000,YK
11-06-2020,Item-27,Bedak Bayi,7,25000,YK
19-04-2020,Item-27,Bedak Bayi,19,25000,YK
19-04-2020,Item-27,Bedak Bayi,15,25000,YK
20-04-2020,Item-27,Bedak Bayi,4,25000,YK
20-04-2020,Item-27,Bedak Bayi,14,25000,YK
20-04-2020,Item-27,Bedak Bayi,17,25000,YK
21-04-2020,Item-27,Bedak Bayi,18,25000,YK
22-04-2020,Item-27,Bedak Bayi,5,25000,YK
22-04-2020,Item-27,Bedak Bayi,10,25000,YK
22-04-2020,Item-27,Bedak Bayi,14,25000,YK
23-04-2020,Item-27,Bedak Bayi,15,25000,YK
23-04-2020,Item-27,Bedak Bayi,20,25000,YK
24-04-2020,Item-27,Bedak Bayi,7,25000,YK
25-04-2020,Item-27,Bedak Bayi,3,25000,YK
25-04-2020,Item-27,Bedak Bayi,15,25000,YK
25-04-2020,Item-27,Bedak Bayi,10,25000,YK
25-04-2020,Item-27,Bedak Bayi,16,25000,YK
25-04-2020,Item-27,Bedak Bayi,14,25000,YK
26-04-2020,Item-27,Bedak Bayi,11,25000,YK
26-04-2020,Item-27,Bedak Bayi,7,25000,YK
27-04-2020,Item-27,Bedak Bayi,13,25000,YK
27-04-2020,Item-27,Bedak Bayi,15,25000,YK
28-04-2020,Item-27,Bedak Bayi,7,25000,YK
28-04-2020,Item-27,Bedak Bayi,6,25000,YK
29-04-2020,Item-27,Bedak Bayi,5,25000,YK
29-04-2020,Item-27,Bedak Bayi,13,25000,YK
30-04-2020,Item-27,Bedak Bayi,19,25000,YK
30-04-2020,Item-27,Bedak Bayi,2,25000,YK
30-04-2020,Item-27,Bedak Bayi,10,25000,YK
30-04-2020,Item-27,Bedak Bayi,16,25000,YK
30-04-2020,Item-27,Bedak Bayi,2,25000,YK
01-05-2020,Item-27,Bedak Bayi,12,25000,YK
01-05-2020,Item-27,Bedak Bayi,10,25000,YK
03-05-2020,Item-27,Bedak Bayi,4,25000,YK
03-05-2020,Item-27,Bedak Bayi,8,25000,YK
05-05-2020,Item-27,Bedak Bayi,13,25000,YK
05-05-2020,Item-27,Bedak Bayi,8,25000,YK
05-05-2020,Item-27,Bedak Bayi,7,25000,YK
06-05-2020,Item-27,Bedak Bayi,17,25000,YK
06-05-2020,Item-27,Bedak Bayi,4,25000,YK
06-05-2020,Item-27,Bedak Bayi,7,25000,YK
07-05-2020,Item-27,Bedak Bayi,4,25000,YK
07-05-2020,Item-27,Bedak Bayi,10,25000,YK
07-05-2020,Item-27,Bedak Bayi,13,25000,YK
07-05-2020,Item-27,Bedak Bayi,10,25000,YK
07-05-2020,Item-27,Bedak Bayi,9,25000,YK
11-04-2020,Item-16,Balsem Putih 20 gram,1,22300,YK
19-04-2020,Item-26,Susu Bubuk 195g,14,45000,YK
11-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
10-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
11-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
11-04-2020,Item-17,Obat Batuk,3,5000,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
11-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
11-04-2020,Item-16,Balsem Putih 20 gram,4,22300,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
11-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
11-04-2020,Item-16,Balsem Putih 20 gram,2,22300,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
20-04-2020,Item-26,Susu Bubuk 195g,1,45000,YK
11-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
12-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
09-05-2020,Item-27,Bedak Bayi,2,25000,YK
10-05-2020,Item-27,Bedak Bayi,4,25000,YK
10-05-2020,Item-27,Bedak Bayi,1,25000,YK
10-05-2020,Item-27,Bedak Bayi,9,25000,YK
10-05-2020,Item-27,Bedak Bayi,16,25000,YK
11-05-2020,Item-27,Bedak Bayi,3,25000,YK
12-05-2020,Item-27,Bedak Bayi,2,25000,YK
12-05-2020,Item-27,Bedak Bayi,18,25000,YK
14-05-2020,Item-27,Bedak Bayi,20,25000,YK
15-05-2020,Item-27,Bedak Bayi,8,25000,YK
15-05-2020,Item-27,Bedak Bayi,1,25000,YK
16-05-2020,Item-27,Bedak Bayi,11,25000,YK
17-05-2020,Item-27,Bedak Bayi,20,25000,YK
17-05-2020,Item-27,Bedak Bayi,20,25000,YK
18-05-2020,Item-27,Bedak Bayi,1,25000,YK
18-05-2020,Item-27,Bedak Bayi,6,25000,YK
24-05-2020,Item-27,Bedak Bayi,20,25000,YK
25-05-2020,Item-27,Bedak Bayi,4,25000,YK
26-05-2020,Item-27,Bedak Bayi,20,25000,YK
27-05-2020,Item-27,Bedak Bayi,1,25000,YK
27-05-2020,Item-27,Bedak Bayi,18,25000,YK
29-05-2020,Item-27,Bedak Bayi,10,25000,YK
29-05-2020,Item-27,Bedak Bayi,2,25000,YK
29-05-2020,Item-27,Bedak Bayi,4,25000,YK
02-06-2020,Item-27,Bedak Bayi,14,25000,YK
03-06-2020,Item-27,Bedak Bayi,9,25000,YK
06-06-2020,Item-27,Bedak Bayi,19,25000,YK
11-06-2020,Item-27,Bedak Bayi,2,25000,YK
19-04-2020,Item-27,Bedak Bayi,7,25000,YK
19-04-2020,Item-27,Bedak Bayi,11,25000,YK
20-04-2020,Item-27,Bedak Bayi,18,25000,YK
20-04-2020,Item-27,Bedak Bayi,20,25000,YK
20-04-2020,Item-27,Bedak Bayi,14,25000,YK
21-04-2020,Item-27,Bedak Bayi,12,25000,YK
22-04-2020,Item-27,Bedak Bayi,12,25000,YK
22-04-2020,Item-27,Bedak Bayi,11,25000,YK
22-04-2020,Item-27,Bedak Bayi,13,25000,YK
23-04-2020,Item-27,Bedak Bayi,13,25000,YK
23-04-2020,Item-27,Bedak Bayi,15,25000,YK
24-04-2020,Item-27,Bedak Bayi,19,25000,YK
25-04-2020,Item-27,Bedak Bayi,16,25000,YK
25-04-2020,Item-27,Bedak Bayi,8,25000,YK
25-04-2020,Item-27,Bedak Bayi,7,25000,YK
25-04-2020,Item-27,Bedak Bayi,1,25000,YK
25-04-2020,Item-27,Bedak Bayi,5,25000,YK
26-04-2020,Item-27,Bedak Bayi,13,25000,YK
26-04-2020,Item-27,Bedak Bayi,19,25000,YK
27-04-2020,Item-27,Bedak Bayi,11,25000,YK
27-04-2020,Item-27,Bedak Bayi,8,25000,YK
28-04-2020,Item-27,Bedak Bayi,11,25000,YK
28-04-2020,Item-27,Bedak Bayi,8,25000,YK
29-04-2020,Item-27,Bedak Bayi,7,25000,YK
29-04-2020,Item-27,Bedak Bayi,5,25000,YK
30-04-2020,Item-27,Bedak Bayi,8,25000,YK
30-04-2020,Item-27,Bedak Bayi,11,25000,YK
30-04-2020,Item-27,Bedak Bayi,7,25000,YK
30-04-2020,Item-27,Bedak Bayi,18,25000,YK
30-04-2020,Item-27,Bedak Bayi,8,25000,YK
01-05-2020,Item-27,Bedak Bayi,13,25000,YK
01-05-2020,Item-27,Bedak Bayi,14,25000,YK
03-05-2020,Item-27,Bedak Bayi,11,25000,YK
03-05-2020,Item-27,Bedak Bayi,6,25000,YK
05-05-2020,Item-27,Bedak Bayi,7,25000,YK
05-05-2020,Item-27,Bedak Bayi,14,25000,YK
05-05-2020,Item-27,Bedak Bayi,11,25000,YK
10-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
10-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
10-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
10-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
19-04-2020,Item-26,Susu Bubuk 195g,7,45000,YK
06-05-2020,Item-27,Bedak Bayi,10,25000,YK
06-05-2020,Item-27,Bedak Bayi,13,25000,YK
06-05-2020,Item-27,Bedak Bayi,18,25000,YK
07-05-2020,Item-27,Bedak Bayi,12,25000,YK
07-05-2020,Item-27,Bedak Bayi,9,25000,YK
07-05-2020,Item-27,Bedak Bayi,6,25000,YK
07-05-2020,Item-27,Bedak Bayi,3,25000,YK
07-05-2020,Item-27,Bedak Bayi,14,25000,YK
09-05-2020,Item-27,Bedak Bayi,4,25000,YK
10-05-2020,Item-27,Bedak Bayi,15,25000,YK
10-05-2020,Item-27,Bedak Bayi,15,25000,YK
10-05-2020,Item-27,Bedak Bayi,16,25000,YK
10-05-2020,Item-27,Bedak Bayi,1,25000,YK
11-05-2020,Item-27,Bedak Bayi,12,25000,YK
12-05-2020,Item-27,Bedak Bayi,9,25000,YK
12-05-2020,Item-27,Bedak Bayi,11,25000,YK
14-05-2020,Item-27,Bedak Bayi,16,25000,YK
15-05-2020,Item-27,Bedak Bayi,18,25000,YK
15-05-2020,Item-27,Bedak Bayi,12,25000,YK
16-05-2020,Item-27,Bedak Bayi,17,25000,YK
17-05-2020,Item-27,Bedak Bayi,19,25000,YK
17-05-2020,Item-27,Bedak Bayi,5,25000,YK
18-05-2020,Item-27,Bedak Bayi,7,25000,YK
18-05-2020,Item-27,Bedak Bayi,13,25000,YK
24-05-2020,Item-27,Bedak Bayi,9,25000,YK
25-05-2020,Item-27,Bedak Bayi,9,25000,YK
26-05-2020,Item-27,Bedak Bayi,5,25000,YK
27-05-2020,Item-27,Bedak Bayi,3,25000,YK
27-05-2020,Item-27,Bedak Bayi,14,25000,YK
29-05-2020,Item-27,Bedak Bayi,3,25000,YK
29-05-2020,Item-27,Bedak Bayi,5,25000,YK
29-05-2020,Item-27,Bedak Bayi,13,25000,YK
02-06-2020,Item-27,Bedak Bayi,7,25000,YK
03-06-2020,Item-27,Bedak Bayi,19,25000,YK
06-06-2020,Item-27,Bedak Bayi,4,25000,YK
11-06-2020,Item-27,Bedak Bayi,15,25000,YK
19-04-2020,Item-28,Tisu,9,7000,YK
19-04-2020,Item-28,Tisu,10,7000,YK
20-04-2020,Item-28,Tisu,2,7000,YK
20-04-2020,Item-28,Tisu,10,7000,YK
20-04-2020,Item-28,Tisu,16,7000,YK
21-04-2020,Item-28,Tisu,20,7000,YK
22-04-2020,Item-28,Tisu,18,7000,YK
22-04-2020,Item-28,Tisu,1,7000,YK
22-04-2020,Item-28,Tisu,3,7000,YK
23-04-2020,Item-28,Tisu,10,7000,YK
23-04-2020,Item-28,Tisu,6,7000,YK
24-04-2020,Item-28,Tisu,6,7000,YK
25-04-2020,Item-28,Tisu,14,7000,YK
25-04-2020,Item-28,Tisu,4,7000,YK
25-04-2020,Item-28,Tisu,16,7000,YK
25-04-2020,Item-28,Tisu,4,7000,YK
25-04-2020,Item-28,Tisu,19,7000,YK
26-04-2020,Item-28,Tisu,7,7000,YK
26-04-2020,Item-28,Tisu,20,7000,YK
27-04-2020,Item-28,Tisu,19,7000,YK
27-04-2020,Item-28,Tisu,8,7000,YK
28-04-2020,Item-28,Tisu,1,7000,YK
28-04-2020,Item-28,Tisu,20,7000,YK
29-04-2020,Item-28,Tisu,7,7000,YK
29-04-2020,Item-28,Tisu,13,7000,YK
30-04-2020,Item-28,Tisu,1,7000,YK
30-04-2020,Item-28,Tisu,12,7000,YK
30-04-2020,Item-28,Tisu,11,7000,YK
30-04-2020,Item-28,Tisu,13,7000,YK
30-04-2020,Item-28,Tisu,10,7000,YK
01-05-2020,Item-28,Tisu,8,7000,YK
01-05-2020,Item-28,Tisu,20,7000,YK
03-05-2020,Item-28,Tisu,20,7000,YK
03-05-2020,Item-28,Tisu,7,7000,YK
05-05-2020,Item-28,Tisu,6,7000,YK
05-05-2020,Item-28,Tisu,6,7000,YK
05-05-2020,Item-28,Tisu,14,7000,YK
06-05-2020,Item-28,Tisu,15,7000,YK
06-05-2020,Item-28,Tisu,10,7000,YK
06-05-2020,Item-28,Tisu,3,7000,YK
07-05-2020,Item-28,Tisu,16,7000,YK
07-05-2020,Item-28,Tisu,16,7000,YK
07-05-2020,Item-28,Tisu,20,7000,YK
07-05-2020,Item-28,Tisu,2,7000,YK
07-05-2020,Item-28,Tisu,19,7000,YK
09-05-2020,Item-28,Tisu,17,7000,YK
10-05-2020,Item-28,Tisu,18,7000,YK
10-05-2020,Item-28,Tisu,9,7000,YK
10-05-2020,Item-28,Tisu,20,7000,YK
10-05-2020,Item-28,Tisu,6,7000,YK
11-05-2020,Item-28,Tisu,14,7000,YK
12-05-2020,Item-28,Tisu,7,7000,YK
12-05-2020,Item-28,Tisu,20,7000,YK
14-05-2020,Item-28,Tisu,10,7000,YK
15-05-2020,Item-28,Tisu,19,7000,YK
15-05-2020,Item-28,Tisu,17,7000,YK
16-05-2020,Item-28,Tisu,7,7000,YK
17-05-2020,Item-28,Tisu,1,7000,YK
17-05-2020,Item-28,Tisu,19,7000,YK
18-05-2020,Item-28,Tisu,11,7000,YK
18-05-2020,Item-28,Tisu,17,7000,YK
24-05-2020,Item-28,Tisu,19,7000,YK
25-05-2020,Item-28,Tisu,18,7000,YK
26-05-2020,Item-28,Tisu,4,7000,YK
27-05-2020,Item-28,Tisu,4,7000,YK
27-05-2020,Item-28,Tisu,9,7000,YK
29-05-2020,Item-28,Tisu,9,7000,YK
29-05-2020,Item-28,Tisu,2,7000,YK
29-05-2020,Item-28,Tisu,17,7000,YK
02-06-2020,Item-28,Tisu,3,7000,YK
03-06-2020,Item-28,Tisu,1,7000,YK
06-06-2020,Item-28,Tisu,15,7000,YK
11-06-2020,Item-28,Tisu,3,7000,YK
19-04-2020,Item-28,Tisu,7,7000,YK
19-04-2020,Item-28,Tisu,9,7000,YK
20-04-2020,Item-28,Tisu,19,7000,YK
20-04-2020,Item-28,Tisu,1,7000,YK
20-04-2020,Item-28,Tisu,18,7000,YK
21-04-2020,Item-28,Tisu,14,7000,YK
22-04-2020,Item-28,Tisu,10,7000,YK
22-04-2020,Item-28,Tisu,12,7000,YK
22-04-2020,Item-28,Tisu,10,7000,YK
23-04-2020,Item-28,Tisu,8,7000,YK
23-04-2020,Item-28,Tisu,17,7000,YK
24-04-2020,Item-28,Tisu,7,7000,YK
25-04-2020,Item-28,Tisu,20,7000,YK
25-04-2020,Item-28,Tisu,18,7000,YK
25-04-2020,Item-28,Tisu,8,7000,YK
25-04-2020,Item-28,Tisu,1,7000,YK
25-04-2020,Item-28,Tisu,13,7000,YK
26-04-2020,Item-28,Tisu,18,7000,YK
26-04-2020,Item-28,Tisu,8,7000,YK
27-04-2020,Item-28,Tisu,16,7000,YK
27-04-2020,Item-28,Tisu,5,7000,YK
28-04-2020,Item-28,Tisu,2,7000,YK
28-04-2020,Item-28,Tisu,1,7000,YK
29-04-2020,Item-28,Tisu,17,7000,YK
29-04-2020,Item-28,Tisu,19,7000,YK
30-04-2020,Item-28,Tisu,19,7000,YK
30-04-2020,Item-28,Tisu,15,7000,YK
30-04-2020,Item-28,Tisu,20,7000,YK
30-04-2020,Item-28,Tisu,9,7000,YK
30-04-2020,Item-28,Tisu,5,7000,YK
01-05-2020,Item-28,Tisu,1,7000,YK
01-05-2020,Item-28,Tisu,8,7000,YK
03-05-2020,Item-28,Tisu,20,7000,YK
03-05-2020,Item-28,Tisu,11,7000,YK
05-05-2020,Item-28,Tisu,8,7000,YK
05-05-2020,Item-28,Tisu,1,7000,YK
11-04-2020,Item-18,Telur Ayam Negeri,1,1700,YK
12-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
13-04-2020,Item-18,Telur Ayam Negeri,3,1700,YK
14-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
15-04-2020,Item-18,Telur Ayam Negeri,5,1700,YK
16-04-2020,Item-18,Telur Ayam Negeri,1,1700,YK
17-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
18-04-2020,Item-18,Telur Ayam Negeri,3,1700,YK
19-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
20-04-2020,Item-18,Telur Ayam Negeri,5,1700,YK
21-04-2020,Item-18,Telur Ayam Negeri,6,1700,YK
05-05-2020,Item-28,Tisu,18,7000,YK
06-05-2020,Item-28,Tisu,5,7000,YK
06-05-2020,Item-28,Tisu,19,7000,YK
06-05-2020,Item-28,Tisu,5,7000,YK
07-05-2020,Item-28,Tisu,12,7000,YK
07-05-2020,Item-28,Tisu,9,7000,YK
07-05-2020,Item-28,Tisu,13,7000,YK
07-05-2020,Item-28,Tisu,16,7000,YK
07-05-2020,Item-28,Tisu,11,7000,YK
09-05-2020,Item-28,Tisu,8,7000,YK
10-05-2020,Item-28,Tisu,7,7000,YK
10-05-2020,Item-28,Tisu,10,7000,YK
10-05-2020,Item-28,Tisu,7,7000,YK
10-05-2020,Item-28,Tisu,11,7000,YK
11-05-2020,Item-28,Tisu,2,7000,YK
12-05-2020,Item-28,Tisu,11,7000,YK
12-05-2020,Item-28,Tisu,9,7000,YK
14-05-2020,Item-28,Tisu,11,7000,YK
15-05-2020,Item-28,Tisu,5,7000,YK
15-05-2020,Item-28,Tisu,5,7000,YK
16-05-2020,Item-28,Tisu,19,7000,YK
17-05-2020,Item-28,Tisu,16,7000,YK
17-05-2020,Item-28,Tisu,6,7000,YK
18-05-2020,Item-28,Tisu,16,7000,YK
18-05-2020,Item-28,Tisu,12,7000,YK
24-05-2020,Item-28,Tisu,13,7000,YK
25-05-2020,Item-28,Tisu,12,7000,YK
26-05-2020,Item-28,Tisu,10,7000,YK
27-05-2020,Item-28,Tisu,1,7000,YK
27-05-2020,Item-28,Tisu,8,7000,YK
29-05-2020,Item-28,Tisu,4,7000,YK
29-05-2020,Item-28,Tisu,2,7000,YK
29-05-2020,Item-28,Tisu,1,7000,YK
02-06-2020,Item-28,Tisu,8,7000,YK
03-06-2020,Item-28,Tisu,13,7000,YK
06-06-2020,Item-28,Tisu,14,7000,YK
11-06-2020,Item-28,Tisu,2,7000,YK
14-05-2020,Item-28,Tisu,1,7000,YK
16-04-2020,Item-28,Tisu,4,7000,YK
16-04-2020,Item-28,Tisu,1,7000,YK
16-04-2020,Item-28,Tisu,12,7000,YK
16-04-2020,Item-28,Tisu,2,7000,YK
16-04-2020,Item-28,Tisu,16,7000,YK
16-04-2020,Item-28,Tisu,14,7000,YK
16-04-2020,Item-28,Tisu,17,7000,YK
16-04-2020,Item-28,Tisu,14,7000,YK
17-04-2020,Item-28,Tisu,16,7000,YK
17-04-2020,Item-28,Tisu,15,7000,YK
17-04-2020,Item-28,Tisu,14,7000,YK
17-04-2020,Item-28,Tisu,20,7000,YK
17-04-2020,Item-28,Tisu,16,7000,YK
17-04-2020,Item-28,Tisu,2,7000,YK
17-04-2020,Item-28,Tisu,16,7000,YK
17-04-2020,Item-28,Tisu,12,7000,YK
17-04-2020,Item-28,Tisu,15,7000,YK
26-04-2020,Item-28,Tisu,12,7000,YK
26-04-2020,Item-28,Tisu,6,7000,YK
26-04-2020,Item-28,Tisu,18,7000,YK
26-04-2020,Item-28,Tisu,8,7000,YK
26-04-2020,Item-28,Tisu,8,7000,YK
26-04-2020,Item-28,Tisu,11,7000,YK
26-04-2020,Item-28,Tisu,13,7000,YK
26-04-2020,Item-28,Tisu,6,7000,YK
26-04-2020,Item-28,Tisu,11,7000,YK
26-04-2020,Item-28,Tisu,20,7000,YK
26-04-2020,Item-28,Tisu,16,7000,YK
27-04-2020,Item-28,Tisu,5,7000,YK
27-04-2020,Item-28,Tisu,2,7000,YK
28-04-2020,Item-28,Tisu,5,7000,YK
28-04-2020,Item-28,Tisu,15,7000,YK
28-04-2020,Item-28,Tisu,1,7000,YK
28-04-2020,Item-28,Tisu,6,7000,YK
29-04-2020,Item-28,Tisu,12,7000,YK
29-04-2020,Item-28,Tisu,10,7000,YK
29-04-2020,Item-28,Tisu,10,7000,YK
29-04-2020,Item-28,Tisu,17,7000,YK
29-04-2020,Item-28,Tisu,7,7000,YK
29-04-2020,Item-28,Tisu,17,7000,YK
03-05-2020,Item-28,Tisu,11,7000,YK
03-05-2020,Item-28,Tisu,9,7000,YK
03-05-2020,Item-28,Tisu,2,7000,YK
03-05-2020,Item-28,Tisu,20,7000,YK
03-05-2020,Item-28,Tisu,13,7000,YK
03-05-2020,Item-28,Tisu,9,7000,YK
03-05-2020,Item-28,Tisu,3,7000,YK
03-05-2020,Item-28,Tisu,14,7000,YK
03-05-2020,Item-28,Tisu,7,7000,YK
04-05-2020,Item-28,Tisu,17,7000,YK
04-05-2020,Item-28,Tisu,1,7000,YK
04-05-2020,Item-28,Tisu,20,7000,YK
04-05-2020,Item-28,Tisu,5,7000,YK
05-05-2020,Item-28,Tisu,6,7000,YK
05-05-2020,Item-28,Tisu,1,7000,YK
05-05-2020,Item-28,Tisu,19,7000,YK
06-05-2020,Item-28,Tisu,5,7000,YK
06-05-2020,Item-28,Tisu,19,7000,YK
06-05-2020,Item-28,Tisu,17,7000,YK
06-05-2020,Item-28,Tisu,8,7000,YK
06-05-2020,Item-28,Tisu,5,7000,YK
06-05-2020,Item-28,Tisu,12,7000,YK
07-05-2020,Item-28,Tisu,18,7000,YK
13-05-2020,Item-28,Tisu,15,7000,YK
13-05-2020,Item-28,Tisu,12,7000,YK
13-05-2020,Item-28,Tisu,2,7000,YK
14-05-2020,Item-28,Tisu,4,7000,YK
14-05-2020,Item-28,Tisu,8,7000,YK
14-05-2020,Item-28,Tisu,11,7000,YK
14-05-2020,Item-28,Tisu,13,7000,YK
14-05-2020,Item-28,Tisu,20,7000,YK
14-05-2020,Item-28,Tisu,4,7000,YK
14-05-2020,Item-28,Tisu,6,7000,YK
14-05-2020,Item-28,Tisu,10,7000,YK
15-05-2020,Item-28,Tisu,19,7000,YK
15-05-2020,Item-28,Tisu,4,7000,YK
15-05-2020,Item-28,Tisu,8,7000,YK
15-05-2020,Item-28,Tisu,15,7000,YK
15-05-2020,Item-28,Tisu,10,7000,YK
15-05-2020,Item-28,Tisu,4,7000,YK
16-05-2020,Item-28,Tisu,5,7000,YK
16-05-2020,Item-28,Tisu,4,7000,YK
17-05-2020,Item-28,Tisu,11,7000,YK
17-05-2020,Item-28,Tisu,19,7000,YK
17-05-2020,Item-28,Tisu,18,7000,YK
17-05-2020,Item-28,Tisu,19,7000,YK
17-05-2020,Item-28,Tisu,18,7000,YK
18-05-2020,Item-28,Tisu,13,7000,YK
18-05-2020,Item-28,Tisu,16,7000,YK
20-05-2020,Item-28,Tisu,14,7000,YK
20-05-2020,Item-28,Tisu,6,7000,YK
20-05-2020,Item-28,Tisu,9,7000,YK
21-05-2020,Item-28,Tisu,11,7000,YK
21-05-2020,Item-28,Tisu,12,7000,YK
21-05-2020,Item-28,Tisu,7,7000,YK
21-05-2020,Item-28,Tisu,20,7000,YK
21-05-2020,Item-28,Tisu,17,7000,YK
23-05-2020,Item-28,Tisu,12,7000,YK
11-04-2020,Item-16,Balsem Putih 20 gram,1,22300,YK
19-04-2020,Item-26,Susu Bubuk 195g,14,45000,YK
11-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
10-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
11-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
11-04-2020,Item-17,Obat Batuk,3,5000,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
11-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
11-04-2020,Item-16,Balsem Putih 20 gram,4,22300,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
11-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
11-04-2020,Item-16,Balsem Putih 20 gram,2,22300,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
20-04-2020,Item-26,Susu Bubuk 195g,1,45000,YK
11-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
11-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
12-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
23-05-2020,Item-28,Tisu,16,7000,YK
23-05-2020,Item-28,Tisu,13,7000,YK
23-05-2020,Item-28,Tisu,14,7000,YK
23-05-2020,Item-28,Tisu,14,7000,YK
23-05-2020,Item-28,Tisu,19,7000,YK
24-05-2020,Item-28,Tisu,6,7000,YK
25-05-2020,Item-28,Tisu,5,7000,YK
26-05-2020,Item-28,Tisu,4,7000,YK
26-05-2020,Item-28,Tisu,5,7000,YK
26-05-2020,Item-28,Tisu,13,7000,YK
27-05-2020,Item-28,Tisu,12,7000,YK
27-05-2020,Item-28,Tisu,20,7000,YK
28-05-2020,Item-28,Tisu,6,7000,YK
28-05-2020,Item-28,Tisu,12,7000,YK
29-05-2020,Item-28,Tisu,14,7000,YK
29-05-2020,Item-28,Tisu,6,7000,YK
29-05-2020,Item-28,Tisu,16,7000,YK
11-04-2020,Item-18,Telur Ayam Negeri,1,1700,YK
12-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
13-04-2020,Item-18,Telur Ayam Negeri,3,1700,YK
14-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
15-04-2020,Item-18,Telur Ayam Negeri,5,1700,YK
16-04-2020,Item-18,Telur Ayam Negeri,1,1700,YK
17-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
18-04-2020,Item-18,Telur Ayam Negeri,3,1700,YK
19-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
20-04-2020,Item-18,Telur Ayam Negeri,5,1700,YK
21-04-2020,Item-18,Telur Ayam Negeri,6,1700,YK
29-05-2020,Item-28,Tisu,7,7000,YK
29-05-2020,Item-28,Tisu,15,7000,YK
29-05-2020,Item-28,Tisu,1,7000,YK
30-05-2020,Item-28,Tisu,2,7000,YK
30-05-2020,Item-28,Tisu,7,7000,YK
30-05-2020,Item-28,Tisu,7,7000,YK
31-05-2020,Item-28,Tisu,4,7000,YK
01-06-2020,Item-28,Tisu,1,7000,YK
02-06-2020,Item-28,Tisu,7,7000,YK
02-06-2020,Item-28,Tisu,8,7000,YK
28-04-2020,Item-28,Tisu,6,7000,YK
28-04-2020,Item-28,Tisu,8,7000,YK
28-04-2020,Item-28,Tisu,8,7000,YK
28-04-2020,Item-28,Tisu,17,7000,YK
28-04-2020,Item-28,Tisu,7,7000,YK
28-04-2020,Item-28,Tisu,20,7000,YK
29-04-2020,Item-28,Tisu,1,7000,YK
29-04-2020,Item-28,Tisu,12,7000,YK
29-04-2020,Item-28,Tisu,12,7000,YK
29-04-2020,Item-28,Tisu,16,7000,YK
05-05-2020,Item-28,Tisu,15,7000,YK
05-05-2020,Item-28,Tisu,5,7000,YK
05-05-2020,Item-28,Tisu,14,7000,YK
05-05-2020,Item-28,Tisu,11,7000,YK
05-05-2020,Item-28,Tisu,5,7000,YK
06-05-2020,Item-28,Tisu,2,7000,YK
03-06-2020,Item-28,Tisu,3,7000,YK
03-06-2020,Item-28,Tisu,18,7000,YK
03-06-2020,Item-28,Tisu,4,7000,YK
04-06-2020,Item-28,Tisu,13,7000,YK
05-06-2020,Item-28,Tisu,8,7000,YK
05-06-2020,Item-28,Tisu,1,7000,YK
05-06-2020,Item-28,Tisu,2,7000,YK
06-06-2020,Item-28,Tisu,4,7000,YK
06-06-2020,Item-28,Tisu,2,7000,YK
07-06-2020,Item-28,Tisu,12,7000,YK
08-06-2020,Item-28,Tisu,4,7000,YK
08-06-2020,Item-28,Tisu,20,7000,YK
08-06-2020,Item-28,Tisu,18,7000,YK
